B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA.AB.2975.03A	0.0378802092206937	0.0225947787710925	0.205024163626474	0.211476511767564	0	0.0677623460970798	0	0	0	0	0.103631079748651	0	0.231560518712095	0	0	0.00916911142263168	0	0	0.00574036162943572	0.0140905183820358	0.0910704006222469	0	0.01	0.293134519809067	0.976559948354754
TCGA.AB.2881.03A	0.131128729775825	0	0.00757958547319343	0.0771877477228842	0	0.136733740415113	0.00196650245102243	0	0	0	0.0785701426148307	0	0.415118166985713	0	0	0.0046432410150914	0	0	0.118231961031017	0	0.0288401825153108	0	0.001	0.40119468500736	0.916847574389947
TCGA.AB.2950.03A	0.17506556377669	0	0.100787233751728	0.0729335275980707	0	0.129354583787415	0	0	0.00364582491047936	0	0.0565671389141277	0	0.0986358185950281	0	0	0.0453364444666129	0	0	0.249663525619461	0.00361366533909897	0.0643966732412885	0	0.036	0.181215626182541	1.01840432009891
TCGA.AB.2821.03A	0.180043584633179	0	0.0713279350512668	0.0110239703864586	0	0.177745972374579	0	0	0.00952402802548324	0	0.123452959881105	0	0.364002094665083	0.00762564865250699	0	0.00662218649612072	0	0.001683303613575	0.000740419038499993	0	0.0462078971821429	0	0.001	0.417664066461955	0.909497147355126
TCGA.AB.2912.03A	0.0595683472913565	0	0.0549330684927529	0.00339920326827474	0	0.0726973797877265	0.0209096603376174	0	0	0.00324509918491172	0.0344570900085489	0	0.672164157325396	0	0	0.0199183495535931	0	0	0.0418380408309164	0	0.0168696039189064	0	0.005	0.334178364663461	0.971394307504804
TCGA.AB.2890.03A	0.133167011321464	0	0.00635328727192232	0.171664762730836	0	0.0424406043928748	0.0207338603961648	0	0.0171558342081359	0	0.164747429983807	0	0.357682781847167	0	0	0	0	0	0.05747532907531	0	0.028579098772318	0	0	0.624263692195384	0.795462187437625
TCGA.AB.2812.03A	0.00845941745553276	0.0353765979469311	0	0	0	0.0984642324772592	0.00881691732914995	0	0	0	0.0357991097613915	0	0.0486631032814411	0	0.00510129763850821	0.0343884316167938	0	0	0.329002438878851	0	0.395928453614141	0	0.015	0.253832666374467	1.0046666968814
TCGA.AB.2817.03A	0.232794530317945	0.0368029617369214	0.0346367279777473	0.0308026670929923	0	0.0508480735753426	0	0	0.0226979015369721	0	0	0.0263146800072912	0.306129671917275	0	0.00108921178896765	0.0562062416439685	0	0	0.101544548709115	0	0.0950238208737955	0.00510896282166685	0	0.536678002656114	0.845940326529112
TCGA.AB.2970.03A	0.116836287433928	0	0.103628882415157	0.0252663002536016	0	0.0790472883970984	0.0142365209294803	0	0	0	0.0437399565861144	0	0.410883282151641	0	0	0.126714630656685	0	0	0.0380561394658388	0	0.0415907117104556	0	0	0.474700375834704	0.879769625728435
TCGA.AB.2984.03A	0.164749166202481	0	0.190446188889276	0.0297789490379647	0	0.134344652969431	0	0.00402622782519783	0.00737856589217531	0	0	0.0682712987244664	0.00890731454262129	0	0	0.0364411111104663	0	0	0.288040485510156	0	0.0676160392957644	0	0.023	0.214718142873157	1.02362845627725
TCGA.AB.2946.03A	0	0.090734537352469	0.0260671245719169	0	0	0.0870791039363125	0	0	0	0	0.0865188254523896	0	0.586297513961865	0	0	0.0168593368556487	0	0.00210170264828196	0.0654961473809934	0	0.0388457078401225	0	0.001	0.404217765165798	0.921859315336464
TCGA.AB.2828.03A	0.0325023717671507	0	0.0230821567431776	0	0.00536122918560746	0.0157887341763338	0.0033705093012963	0	0	0.00552230085717844	0.00942044259979836	0	0.812399046985355	0	0	0.026640006119617	0	0	0.0547012049407626	0	0.0112119973237227	0	0	0.485065793966522	0.893285679895849
TCGA.AB.2845.03B	0.0776550884359932	0.0600752252807208	0.146078695851984	0.0339201088951243	0	0.0580808129102367	0.0184190150633207	0	0	0.0186827982657954	0.0264190721119094	0	0.282018682551833	0	0	0.142249739736741	0	0.000170792697546352	0.0881160658540235	0	0.0481139023447711	0	0	0.465926092441064	0.884536302284224
TCGA.AB.2883.03A	0.149223777223306	0	0.210130990450163	0.0170529648965115	0	0.0711990882433464	0.00667066309604825	0	0	0	0.0405732334753668	0	0.319522433659237	0	0	0.171122237234055	0	0.000785853131761535	0.0137187585902041	0	0	0	0.02	0.221138475583544	1.02118730360418
TCGA.AB.2959.03A	0.265528234681374	0	0.0788997034878376	0.0608978468864477	0	0.286277056176184	0.00486967223070583	0	0	0	0.0789019031220804	0	0.135399537606866	0	0	0.0334800381562753	0	0.00209897169880298	0.023359169607153	0	0.0302878663462737	0	0.002	0.391015182259635	0.926019744337546
TCGA.AB.2893.03A	0.04179335855691	0	0.00961543682476514	0.00883281451745216	0	0.0525303475778882	0	0	0	0	0.0203240556201188	0	0.732277292958439	0	0	0.109229359278996	0	0	0.0186243645365935	0	0.00677297012883722	0	0.072	0.138045552603927	1.10330780456444
TCGA.AB.2863.03A	0.153929967799836	0	0.0837386539741955	0.0394089998638946	0	0.165110750824278	0.00630492849920496	0	0.0190930801437363	0	0.0226978613744225	0	0.283651347062363	0.0171168520264305	0.000871081100166667	0	0	0	0.111661144719518	0	0.0964153326119539	0	0.013	0.270658782614964	0.975251106989596
TCGA.AB.2871.03A	0.151281918283603	0	0.0756501298300147	0.178240628170481	0.0267551018923451	0.247264126253513	0	0	0.0178679565354502	0	0.222696894221012	0	0.0244962072013087	0	0	0.00341126483694526	0	0	0.00953146823247854	0	0.0428043045428489	0	0.001	0.435166577459592	0.908752299734821
TCGA.AB.2979.03B	0.0801697919215213	0.148594307240063	0.0418734377378061	0.0795427591957037	0	0.0886556528890526	0	0	0.00579931640139825	0	0.0976003006497416	0	0.215978192695077	0	0.00104733533637974	0.0799467746049008	0	0	0.0938831813311346	0.0464373947811001	0.020471555216121	0	0.012	0.289210198851139	0.966359337073644
TCGA.AB.2987.03A	0.0553284366368423	0	0.00391485617161635	0.0606583362390035	0	0.16250435235511	0.0277175179041447	0	0.00370130052537701	0.0043262554067271	0.0398862186210138	0	0.521452322927986	0	0.00922683647176051	0.0434519105610336	0	0	0.0163210172412922	0	0.0440969714926242	0.00741366744546812	0	0.678621364798833	0.756846984831359
TCGA.AB.2891.03A	0.154585911346847	0	0.147327949631371	0	0.0187865384555136	0.0834313803473415	0.0129612333392339	0	0	0.00706968122565982	0.0589816295989469	0	0.394652037706071	0	0	0.0585089135232464	0	0	0.00548415181019002	0	0.0582105730155794	0	0	0.510191805469867	0.859551618052548
TCGA.AB.2820.03A	0.332414017966902	0	0.00921931634324864	0.0112270936504861	0.131391700261077	0	0.0140063810518846	0	0.0067875904249057	0	0.28623174040536	0	0.0608103366627716	0	0	0.00720169395670413	0	0	0.0918034982911736	0	0.0489066309854869	0	0.003	0.35155373916333	0.954109269094282
TCGA.AB.2897.03A	0.0798182726376259	0	0.0199019045392409	0.0745730123880872	0.0495384207689756	0.0429407557240339	0	0.00721721143582902	0	0	0.0636446400925143	0.00559354434138521	0.141742053244446	0	0.0015203807176733	0	0	0	0.455965231347567	0.00618531373615004	0.0513592590264712	0	0.024	0.210951385848792	1.02161289595728
TCGA.AB.2884.03A	0.120094551214228	0	0.0248840853051214	0.0333655372577522	0.0093742704926749	0.0297541882256778	0.0124328596927259	0	0	0	0.0504416439116607	0	0.480621175054248	0	0	0.0352548908010898	0	0	0.079471670035072	0	0.124305128009749	0	0.00700000000000001	0.316269438006603	0.963061313282884
TCGA.AB.2882.03A	0	0.0117106212155086	0.0180047316221145	0.0627293892135038	0	0.166870352230974	0.0262342512357951	0	0.0180618477118158	0	0.311375467174761	0	0.170449909037283	0.002879998612515	0.000765682248515191	0	0	0.00071247986762689	0.0757643406077201	0.000351671363351914	0.134089257858515	0	0.012	0.279027210998965	0.985661042313576
TCGA.AB.2981.03B	0.00380998350247341	0	0.00235333148849408	0.0148524031155262	0	0	0.00805173977167635	0	0	0	0.0074165163391975	0.00092685405435071	0.795984434956579	0	0.0130805092847277	0.0159437026168568	0	0	0.0111865956308106	0	0.122462963044207	0.00393096619510062	0	0.754235182601814	0.66163578862542
TCGA.AB.2877.03A	0.123996104145778	0	0.0621684087274895	0.0418848064582285	0.0160627147100677	0.182191977654231	0.0141583673277093	0	0	0	0.119898356011482	0	0.00392708270194272	0	0	0.0143639490562271	0	0.000740926384632533	0.307908931675409	0	0.112698375146802	0	0.037	0.175914584795299	1.02403771892866
TCGA.AB.2918.03A	0.124286418910862	0.0148682436342626	0.0386935136016341	0.010914814337371	0	0.0680635428692	0	0	0.00413675918759564	0	0.028746792409067	0	0.268414673053615	0	0.00352795332867491	0.0695011861391703	0	0	0.11454396904163	0	0.254302133486918	0	0.00800000000000001	0.310717602844712	0.959530807843574
TCGA.AB.2889.03A	0.00191192005206667	0.0275996916563407	0.00780826224696823	0.0283582682444879	0	0.0962950525047677	0	0	0.00733021309881123	0	0.0267901972334254	0	0.564500027081211	0	0.00237355649850046	0.0640901862118418	0.0176497818389861	0	0.105002693002518	0	0.0502901503300746	0	0.00800000000000001	0.31030156265565	0.97194334942806
TCGA.AB.2808.03A	0.0765166871220057	0	0.0463635673157142	0.0133127891582057	0.0200497448053263	0.032602565334259	0	0	0.00809278642526984	0	0.028821558508498	0	0.38475272490888	0.0260183907115217	0.00321908498807199	0.0180632904580172	0	0	0.139252145544982	0	0.131162838582105	0.0717718261371436	0.003	0.352943629968217	0.942893525157774
TCGA.AB.2983.03A	0.108040296477724	0.0715461126150244	0.0429667376661638	0.0612973484569214	0.0721929198457898	0.0241044392004504	0	0	0	0	0.0585650728105792	0	0.370099297342077	0	0.00559579085815142	0.0792066219744343	0	0	0.0218876602770119	0.00383248696829959	0.080665215507373	0	0.001	0.427122007008374	0.903876398937709
TCGA.AB.2830.03A	0.278270270377663	0.0182367924211432	0.0194811775130033	0.066083993864051	0	0.272742913562844	0	0	0.00545151547774565	0	0.0735906064578714	0.00519420854422933	0.102553713920962	0	0	0.113463212165278	0	0	0.0319426397759026	0	0.0129889559193065	0	0.00800000000000001	0.305698944213878	0.967556040644423
TCGA.AB.2929.03A	0.110692836731317	0	0.116171827000266	0	0.175498274582344	0.0166780115274353	2.04668051725727e-05	0	0.0762117712859553	0	0.0828576741492422	0.0477654344653671	0.15314236188992	0	0	0.00951009013017037	0	0.00126244553129279	0.142403680084696	0	0.0258326959305207	0.0419524298862997	0.001	0.42771590706682	0.903185738806972
TCGA.AB.2836.03A	0.0361748316983085	0	0	0.0276063407290895	0.0174878823238466	0.0169301218672852	0	0	0.0126322593920528	0	0.0270938463854212	0	0.664555215679818	0	0.00203863144452284	0.0362947606147664	0	0	0.0689677932676606	0	0.0673769298246106	0.0228413867726177	0	0.51500584195303	0.860137401422268
TCGA.AB.2910.03A	0.117952537601554	0	0.00559265278806774	0.0265994102527948	0	0.052567447126063	0	0	0	0	0.0410335138634058	0	0.563274188287165	0	0	0.160650063835315	0	0	0.0323301862456354	0	0	0	0.069	0.141524940863493	1.06377201317356
TCGA.AB.2856.03A	0.12436823847719	0	0.0560865101345246	0.0205994919623662	0.0344776972326222	0.01890430205147	0.00829271077756101	0	0.0172829175734752	0	0.0238204197116913	0.00338707101753073	0.562047119226713	0	0	0.048609422973512	0	0	0.0584640013680471	0	0.0236600974932972	0	0.003	0.350512008964415	0.951532149530016
TCGA.AB.2844.03A	0	0.0390024409447216	0.0204082776244703	0.00866425421627025	0.0233523189860737	0.0254960794647919	0.0109326247235347	0	0.00382039845136228	0.00590019448690145	0.0212742585732194	0	0.634808739633169	0	0	0.0603217096753298	0	0	0.105246946151074	0	0.0407717570690822	0	0.034	0.186183775752473	1.0493225819153
TCGA.AB.2908.03A	0.12033676982416	0	0.233860172440001	0.142899390861447	0	0.172731663490343	0	0.00145693360177025	0	0	0.0346598304806574	0	0.176592508609885	0	0	0	0	0	0.0781242029129096	0	0.0357161456264596	0.00362238215236728	0	0.524687471454788	0.850597914115964
TCGA.AB.2940.03A	0.104367431382318	0	0.126977461331567	0.0352145816398823	0.00260515923679457	0.0814755895702733	0	0	0	0	0.0288448937181825	0.00315347819958821	0.331377171156711	0	0	0.013493010147663	0	0	0.256371050461373	0	0.00355123518072043	0.0125689379749272	0	0.466515199750056	0.884250505860392
TCGA.AB.2869.03A	0.0918352783655225	0	0.170411180847046	0.0520265423292023	0	0.124524197197636	0	0	0.0336732813520395	0	0.121416072151287	0.0053164156832266	0.0233746387301518	0	0	0.0149056850864821	0	0	0.132155960643319	0	0.230360747614087	0	0.012	0.282666564728181	0.977149150363779
TCGA.AB.2996.03A	0.0781090519650761	0	0.118046558699289	0	0	0.0949195292778637	0.0149651683174115	0	0.0214269880538783	0	0.040934252155715	0	0.35105282649818	0	0.000874096462426289	0.0276751107026835	0	0	0.251996417867477	0	0	0	0.001	0.430288909222166	0.90290520918138
TCGA.AB.2867.03A	0.147140756838085	0	0.00622588174972596	0.13043556628857	0	0.169903251225326	0.0252782185563574	0	0.0102257634400837	0	0.105048119490922	0	0.193133060828475	0.00431013058531954	0	0	0	0.00117233369824825	0.101173442395523	0	0.0474626844585158	0.0584907904448483	0.001	0.43217280322484	0.900978407480812
TCGA.AB.2826.03A	0.00398515659777058	0.0125570244341884	0	0.0106295057387043	0.0260265185380524	0.00477091225060019	0.00479112030587582	0	0.000240444261241414	0	0.0541895146203843	0	0.631925460734863	0	0.0013876233306507	0.0211989135886995	0	0	0.050374385079686	0	0.151263276815542	0.0266601437037417	0.003	0.353462030226063	0.963751646441822
TCGA.AB.2872.03A	0.182106831565827	0	0.148633851536693	0.081746713229637	0.0462977172488415	0.00737187930179713	0	0	0.0163108416929866	0	0.0561921445210622	0	0.128548681920025	0	0	0	0	0	0.276223694428888	0	0.0565676445542422	0	0.076	0.132557329658034	1.05354187738421
TCGA.AB.2840.03A	0.250106188996431	0	0.0866301765358239	0.0281081860020017	0.0658418931878906	0	0.038371442802752	0	0	0	0.063323051270351	0	0.077459248723327	0	0	0.0364340358190968	0	0.000694722636484263	0.335521659386704	0	0.0175093946391377	0	0.041	0.168994206573888	1.03934398498807
TCGA.AB.3008.03A	0.168528136825656	0.173152426127448	0.112922986758651	0	0	0.102009911582767	0	0	0	0.231295243413148	0.0161631774410978	0	0.0406585871559954	0	0	0.0752783906104097	0	0.0025281422273151	0.0300382311112154	0	0.047424766746297	0	0.001	0.411620835426688	0.921322397643768
TCGA.AB.2992.03A	0.106688314801142	0	0.0387798914915601	0	0	0.0847745218973289	0.0026066681098656	0	0.00140969236743151	0.00982617072683615	0.0572185744334073	0	0.588098716079811	0.0715773591033951	0.000393356595039128	0	0	0	0.03742149584493	0	0.00120523854925333	0	0.002	0.362431376040483	0.946277275609777
TCGA.AB.3011.03A	0.247029404259855	0	0.123481143207243	0.035586860051223	0.0172885038998171	0.0982625713581242	0	0	0	0	0.0260452264576338	0	0.122552088165722	0	0	0.0591183281794627	0	0	0.165842110827842	0	0.104793763593077	0	0.012	0.282881366322612	0.978708919298587
TCGA.AB.2914.03A	0.0644722104398659	0.0157684223392899	0.0158856837720384	0.0164823973305264	0	0.0865830788299152	0	0	0.00428879470632659	0.0151051522480681	0.0355147051587753	0	0.517199556340487	0	0	0.0228905399963773	0	0.00212445426683294	0.197793835090509	0	0.00589116948098837	0	0.002	0.364005004455849	0.940195483999359
TCGA.AB.2818.03A	0.0432044364065981	0	0	0.00515036045472791	0.0307337424331219	0.0214663207505938	0	0	0	0	0.0678825649989226	0	0.476969152079305	0	0.000443706238827981	0	0	0	0.0359086225467916	0	0.143262200078266	0.174978894012846	0.002	0.381081578618337	0.946945330581734
TCGA.AB.2986.03A	0.0724027832300214	0.0152388966575857	0.0850055057303375	0.0917001524541651	0	0.129054837694792	0	0	0	0	0.00199700980708677	0.0271913634853548	0.148702424508694	0	0	0.0156450922821443	0	0	0.14413871594236	0	0.231683273881309	0.0372399443261495	0.001	0.400257465523115	0.916117533701187
TCGA.AB.2847.03A	0.0840097552983456	0	0.176990697936684	0.179337533450644	0	0	0.0119643797319985	0.025890941442209	0	0	0.0888919378537081	0.00254193557227075	0.0819688774847978	0	0.00552502285332687	0.0480150798506397	0.000615991518249436	0	0.22330478306391	0	0.0697726097086874	0.0011704542345294	0	0.522329788238735	0.854121394721214
TCGA.AB.2805.03A	0.0143771649919939	0.00418059020031323	0.00712437649576211	0	0.00919060965703157	0.0138506770882511	0.00440056632675546	0	0.000785797675461927	0.0041761525177021	0.0145431836725925	0	0.885729980016311	0	0	0.00637865063115099	0	0	0.033268690829347	0	0.001993559897327	0	0	0.746140944960472	0.667717692602626
TCGA.AB.2819.03A	0.0751384179414832	0.133387678413953	0.0177206218237449	0.05511695871646	0	0.220531816839542	0	0	0	0	0.0108172070952808	0	0.184249065062475	0	0	0.0555438440840956	0	0.00165720764958523	0.24583718237338	0	0	0	0.034	0.187881135306186	1.0108996475492
TCGA.AB.2988.03B	0.124467355306447	0.031374225986787	0.0349068878160053	0.00442795517610675	0	0.102222534358328	0	0	0.00434240687006062	0	0.0720303395659983	0	0.304329017326473	0.000357483558941728	0	0.0264825139752274	0	0.000148383853614065	0.0589682736939453	0	0.235942622512066	0	0.018	0.231038579997321	0.996580146879686
TCGA.AB.2841.03B	0.0526488806557226	0	0.0185255328520809	0.0419594444533892	0	0.114169359997681	0	0	0.00903030875705946	0	0.171461257783159	0	0.196570313123149	0	0	0	0	0	0.395634902377759	0	0	0	0.035	0.184664490188975	1.02892542877031
TCGA.AB.2976.03A	0.141851116654748	0	0.0432138026073548	0.0107100363870621	0.00180260029849392	0.0685192317848497	0.010944883140925	0	0	0	0.0598856497651863	0	0.108237944005943	0	0	0.0346398436306271	0	0	0.10798121915772	0	0.41221367256709	0	0.044	0.166479839543416	1.03686569846301
TCGA.AB.2895.03A	0.185719501914136	0	0.0107447984608308	0.0111988803712392	0	0.337149824437174	0	0	0.0270633585172288	0	0	0.0493236851996959	0.0228870373094023	0	0	0.0273965772397859	0	0	0.0805473487346686	0	0.247968987815838	0	0.073	0.13538200431213	1.04347675348267
TCGA.AB.3012.03A	0.0574622057611227	0	0.053783919161918	0.0211781283696889	0	0.114584084568667	0	0	0	0	0.0381175342686553	0	0.0489498857842484	0	0	0.00732471418358843	0	0	0.618185637394769	0.0206354369747079	0.019778453532635	0	0.015	0.256585855031587	1.03666097071186
TCGA.AB.2874.03A	0.0631792388676795	0	0.0305617722505385	0.0166308901170334	0	0.0452802204777352	0	0	0.00986336379915702	0	0.0709247591079753	0	0.383321153200772	0	0	0.0281278104086814	0	0	0.218723820502381	0	0.133386971268047	0	0.025	0.205666229523783	1.00952363770999
TCGA.AB.2862.03A	0.199960452436226	0.0228617270168595	0.121615643061761	0.062405853906088	0.0169805996785934	0.127518063807821	0	0	0.0100819769132808	0.00794547448499246	0.0585204399076083	0	0.0251363135883154	0	0	0.00463376515244135	0	0.00338340137036738	0.253770226358003	0	0.0851860623176416	0	0.028	0.199233868203503	1.02282787809953
TCGA.AB.2980.03A	0.0849898585831485	0	0.00776151639620827	0.0901318850528709	0	0.330655794681754	0.0151265970472534	0.0290810541965675	0.0112206089503004	0	0.0794697303648063	0	0.0352215498955099	0	0	0.0287438888542619	0	0	0.22885890923469	0	0.0587386067426291	0	0.015	0.257346510329011	0.986725313520005
TCGA.AB.2865.03A	0.00473766835318923	0.0163102219366383	0.01787469083058	0.0723782980640957	0	0.043057011854709	0.00629204216711508	0	0	0	0.0872564025196982	0	0.662519593633862	0	0	0.00201849762588594	0	0.00146784617166396	0.0706002495244718	0	0.0154874773180907	0	0	0.519663313015406	0.855404154157112
TCGA.AB.2835.03A	0.0558022049236658	0	0.0218518599583578	0	0.00672095993549962	0.0214122868615829	0.000447787343721136	0	0.00209991769776639	0	0.0246336019448264	0	0.722251885509204	0	0	0.0690072163531963	0	0	0.0431574991638236	0	0.0326147803083563	0	0.013	0.276049395757762	1.01884977852495
TCGA.AB.2878.03A	0.156002041554596	0	0.187970835404616	0.0181822185758117	0	0.139243495220128	0.00446449696183442	0	0	0.000513386452276881	0.0655605370525059	0	0.0681618397128853	0	0	0	0	0	0.249232102078705	0.0192213390062899	0.0586646547136014	0.0327830532667495	0	0.516148909608853	0.855891457461591
TCGA.AB.2936.03A	0.296215348136306	0	0.08841053069475	0.0810833539934963	0	0.270387501114495	0.00941841846345766	0	8.69322709947424e-06	0	0.106418711536566	0	0.100067531405537	0	0	0.00949812800668116	0	0.00386872265379974	0.0161112378344301	0	0.0185118229333823	0	0	0.455045940236058	0.893587990538099
TCGA.AB.2880.03A	0.014619776151301	0.0549454543215953	0	0	0.00645628301588883	0.0398028058811134	0.00199868759364313	0	0	0.014821597322657	0.0476297240126501	0	0.603941404436638	0	0	0.101933826989507	0	0	0.085649264012573	0	0.0282011762624333	0	0.00700000000000001	0.324556944857364	0.970782152049766
TCGA.AB.2932.03A	0.00450989363562996	0.00853780921199365	0.000471216170098223	0.0057425672823002	0.00640370690148147	0.0161496568242909	0	0	0.00425106177904121	0	0.00563046819670952	0.00812795357935567	0.816746295136558	0	0	0.0420468669488498	0	0.00358294050578691	0.0501307340968148	0	0.0276688297310897	0	0.001	0.410686513628308	0.949287518949597
TCGA.AB.2925.03A	0.050831419065626	0	0.00294552945058174	0.00670079176323778	0	0.0251332970170519	0	0	0.000644789227106508	0	0.0180750413870217	0	0.74826336251446	0	0	0.0623271991316167	0	0	0.0655735124786596	0	0.0195050579646379	0	0.035	0.1830067026313	1.07967334415675
