HLA-A01:01	HLA-A02:01	HLA-A03:01	HLA-A11:01	HLA-A24:02	HLA-A26:01	HLA-A29:02	HLA-A30:01	HLA-A30:02	HLA-A34:02	HLA-A68:02	HLA-B07:02	HLA-B08:01	HLA-B13:01	HLA-B13:02	HLA-B14:02	HLA-B15:01	HLA-B18:01	HLA-B27:02	HLA-B27:05	HLA-B38:01	HLA-B39:05	HLA-B40:01	HLA-B44:02	HLA-B44:03	HLA-B44:05	HLA-B51:01	HLA-B53:01	HLA-B55:01	HLA-B56:01	HLA-B57:01	HLA-B57:03	HLA-C01:02	HLA-C02:02	HLA-C03:03	HLA-C03:04	HLA-C04:01	HLA-C05:01	HLA-C06:02	HLA-C07:01	HLA-C07:02	HLA-C08:02	HLA-C12:03	HLA-C16:01	HLA-C18:01
HLA-B55:01	0	0.488549618320611	0.0229007633587786	0.00892857142857143	0.0763358778625954	0.206106870229008	0.00763358778625954	0.0458015267175573	0.0305343511450382	0	0.00763358778625954	0.282442748091603	0.404580152671756	0	0.0610687022900763	0.190839694656489	0.236641221374046	0	0.0165289256198347	0.0152671755725191	0.0305343511450382	0.0687022900763359	0.083969465648855	0	0	0	0.244274809160305	0.00763358778625954	1	0.41304347826087	0.00763358778625954	0.0381679389312977	0.236641221374046	0.419847328244275	0.450381679389313	0.358778625954198	0.00763358778625954	0.236641221374046	0.305343511450382	0.229007633587786	0.129770992366412	0.259541984732824	0.267175572519084	0.00763358778625954	0.152671755725191
HLA-B56:01	0.0217391304347826	0.0760869565217391	0	0	0.0108695652173913	0.0434782608695652	0.0217391304347826	0.0217391304347826	0.0108695652173913	0	0.0326086956521739	0.478260869565217	0.554347826086957	0	0.0217391304347826	0.130434782608696	0.0652173913043478	0.0108695652173913	0	0	0	0.0108695652173913	0.0217391304347826	0	0	0	0.228260869565217	0.0543478260869565	0.41304347826087	1	0	0	0.271739130434783	0.0543478260869565	0.184782608695652	0.239130434782609	0.0217391304347826	0.0217391304347826	0.16304347826087	0.119565217391304	0.0760869565217391	0.0760869565217391	0.0543478260869565	0.0108695652173913	0.0217391304347826
HLA-B57:01	0.123287671232877	0.191780821917808	0.148063781321185	0.0892857142857143	0.107632093933464	0.129158512720157	0.194616977225673	0.165898617511521	0.377464788732394	0.0731707317073171	0.0303030303030303	0.0398773006134969	0.113502935420744	0.184210526315789	0.0944625407166124	0.025440313111546	0.207436399217221	0.0441176470588235	0.0826446280991736	0.089171974522293	0.0724070450097847	0.0371819960861057	0.0528375733855186	0.0865800865800866	0.156903765690377	0.0724070450097847	0.0457746478873239	0.0804597701149425	0.00763358778625954	0	1	0.53781512605042	0.0665362035225049	0.201565557729941	0.148727984344423	0.131115459882583	0.0161290322580645	0.0978473581213307	0.422700587084149	0.424657534246575	0.219178082191781	0.0900195694716243	0.131115459882583	0.638190954773869	0.103718199608611
HLA-B57:03	0.0784313725490196	0.439775910364146	0.0812324929971989	0.0446428571428571	0.26890756302521	0.168067226890756	0.100840336134454	0.161290322580645	0.563380281690141	0.0532212885154062	0.0378787878787879	0.0552147239263804	0.26890756302521	0.0789473684210526	0.133550488599349	0.061624649859944	0.330532212885154	0.0220588235294118	0.132231404958678	0.140127388535032	0.187675070028011	0.2296918767507	0.131652661064426	0.0173160173160173	0.0644257703081232	0.0196078431372549	0.0633802816901408	0.0689655172413793	0.0381679389312977	0	0.53781512605042	1	0.226890756302521	0.333333333333333	0.350140056022409	0.324929971988796	0.0241935483870968	0.26890756302521	0.490196078431373	0.495798319327731	0.490196078431373	0.2296918767507	0.252100840336134	0.301507537688442	0.431372549019608
HLA-C01:02	0.111531190926276	0.771266540642722	0.061503416856492	0.00892857142857143	0.321361058601134	0.207939508506616	0.0455486542443064	0.165898617511521	0.16056338028169	0.00609756097560976	0.0909090909090909	0.141104294478528	0.614366729678639	0.210526315789474	0.205211726384365	0.207939508506616	0.402646502835539	0.00735294117647059	0.140495867768595	0.162420382165605	0.232514177693762	0.296786389413989	0.168241965973535	0.00432900432900433	0.00418410041841004	0.00945179584120983	0.47887323943662	0.0517241379310345	0.236641221374046	0.271739130434783	0.0665362035225049	0.226890756302521	1	0.606805293005671	0.597353497164461	0.646502835538752	0.0766129032258065	0.474480151228733	0.671077504725898	0.482041587901701	0.381852551984877	0.457466918714556	0.370510396975425	0.0703517587939698	0.54820415879017
HLA-C02:02	0.180147058823529	0.579766536964981	0.177676537585421	0.133928571428571	0.288378766140603	0.611449451887942	0.173913043478261	0.248847926267281	0.304225352112676	0.0873983739837398	0.227272727272727	0.141104294478528	0.400520156046814	0.315789473684211	0.332247557003257	0.228525121555916	0.365503080082136	0.132352941176471	0.40495867768595	0.32484076433121	0.255223880597015	0.272047832585949	0.199044585987261	0.186147186147186	0.104602510460251	0.0853080568720379	0.524647887323944	0.189655172413793	0.419847328244275	0.0543478260869565	0.201565557729941	0.333333333333333	0.606805293005671	1	0.564039408866995	0.510828025477707	0.100806451612903	0.498502994011976	0.526264591439689	0.439739413680782	0.328793774319066	0.432944606413994	0.790619765494137	0.291457286432161	0.417910447761194
HLA-C03:03	0.227941176470588	0.671182266009852	0.0865603644646925	0.142857142857143	0.430416068866571	0.224137931034483	0.132505175983437	0.211981566820276	0.23943661971831	0.0182926829268293	0.121212121212121	0.377300613496933	0.410923276983095	0.210526315789474	0.280130293159609	0.272285251215559	0.551724137931034	0.0514705882352941	0.264462809917355	0.238853503184713	0.276119402985075	0.312406576980568	0.235668789808917	0.0303030303030303	0.0104602510460251	0.0160098522167488	0.376760563380282	0.120689655172414	0.450381679389313	0.184782608695652	0.148727984344423	0.350140056022409	0.597353497164461	0.564039408866995	1	0.622929936305732	0.153225806451613	0.494011976047904	0.582512315270936	0.471674876847291	0.485221674876847	0.527696793002915	0.477386934673367	0.201005025125628	0.417910447761194
HLA-C03:04	0.290441176470588	0.731210191082802	0.0478359908883827	0.116071428571429	0.322812051649928	0.179617834394904	0.118012422360248	0.170506912442396	0.216901408450704	0.0121951219512195	0.143939393939394	0.226993865030675	0.482444733420026	0.421052631578947	0.276872964169381	0.439222042139384	0.393630573248408	0.0147058823529412	0.181818181818182	0.261146496815287	0.252238805970149	0.319880418535127	0.367834394904459	0.012987012987013	0.0167364016736402	0.0369426751592357	0.355633802816901	0.0919540229885057	0.358778625954198	0.239130434782609	0.131115459882583	0.324929971988796	0.646502835538752	0.510828025477707	0.622929936305732	1	0.0967741935483871	0.456586826347305	0.603821656050955	0.505732484076433	0.402547770700637	0.714285714285714	0.430485762144054	0.130653266331658	0.448407643312102
HLA-C04:01	0.032258064516129	0.161290322580645	0.00403225806451613	0	0.794354838709677	0.0685483870967742	0.032258064516129	0.0230414746543779	0.032258064516129	0	0.325757575757576	0.0564516129032258	0.0725806451612903	0.0526315789473684	0.0443548387096774	0.0443548387096774	0.157258064516129	0.330882352941176	0	0.00806451612903226	0.0725806451612903	0.0685483870967742	0.032258064516129	0.0173160173160173	0.0120967741935484	0.032258064516129	0.0483870967741935	0.477011494252874	0.00763358778625954	0.0217391304347826	0.0161290322580645	0.0241935483870968	0.0766129032258065	0.100806451612903	0.153225806451613	0.0967741935483871	1	0.310483870967742	0.149193548387097	0.116935483870968	0.709677419354839	0.0604838709677419	0.0645161290322581	0.0201005025125628	0.145161290322581
HLA-C05:01	0.152573529411765	0.730538922155689	0.0387243735763098	0.00892857142857143	0.311377245508982	0.239520958083832	0.041407867494824	0.175115207373272	0.183098591549296	0.00813008130081301	0.318181818181818	0.0828220858895705	0.374251497005988	0.210526315789474	0.283387622149837	0.13614262560778	0.305389221556886	0.0882352941176471	0.165289256198347	0.171974522292994	0.483532934131737	0.375748502994012	0.167197452229299	0.116883116883117	0.0292887029288703	0.0344311377245509	0.313380281690141	0.304597701149425	0.236641221374046	0.0217391304347826	0.0978473581213307	0.26890756302521	0.474480151228733	0.498502994011976	0.494011976047904	0.456586826347305	0.310483870967742	1	0.55688622754491	0.368263473053892	0.405688622754491	0.396706586826347	0.589614740368509	0.0954773869346734	0.627245508982036
HLA-C06:02	0.227941176470588	0.656886715566422	0.186788154897494	0.151785714285714	0.375896700143472	0.265529841656516	0.244306418219462	0.557603686635945	0.433802816901408	0.0894308943089431	0.227272727272727	0.245398773006135	0.613784135240572	0.421052631578947	0.671009771986971	0.277147487844408	0.362422997946612	0.0441176470588235	0.40495867768595	0.414012738853503	0.302985074626866	0.349775784753363	0.210191082802548	0.0735930735930736	0.0732217573221757	0.0402843601895735	0.433098591549296	0.132183908045977	0.305343511450382	0.16304347826087	0.422700587084149	0.490196078431373	0.671077504725898	0.526264591439689	0.582512315270936	0.603821656050955	0.149193548387097	0.55688622754491	1	0.682953311617807	0.405052974735126	0.465014577259475	0.609715242881072	0.57286432160804	0.553482587064677
HLA-C07:01	0.387867647058824	0.50814332247557	0.225512528473804	0.25	0.319942611190818	0.20584652862363	0.445134575569358	0.267281105990783	0.450704225352113	0.0934959349593496	0.106060606060606	0.162576687116564	0.508452535760728	0.184210526315789	0.286644951140065	0.286871961102107	0.381107491856678	0.0588235294117647	0.413223140495868	0.420382165605096	0.235820895522388	0.276532137518685	0.297770700636943	0.0779220779220779	0.0857740585774059	0.0699052132701422	0.246478873239437	0.0862068965517241	0.229007633587786	0.119565217391304	0.424657534246575	0.495798319327731	0.482041587901701	0.439739413680782	0.471674876847291	0.505732484076433	0.116935483870968	0.368263473053892	0.682953311617807	1	0.514657980456026	0.448979591836735	0.410385259631491	0.688442211055276	0.379353233830846
HLA-C07:02	0.268382352941176	0.298373983739837	0.225512528473804	0.196428571428571	0.691535150645624	0.170523751522533	0.291925465838509	0.345622119815668	0.557746478873239	0.0284552845528455	0.0681818181818182	0.328220858895706	0.323797139141743	0.394736842105263	0.322475570032573	0.252836304700162	0.474332648870637	0.191176470588235	0.454545454545455	0.315286624203822	0.441791044776119	0.630792227204783	0.200636942675159	0.0606060606060606	0.0502092050209205	0.023696682464455	0.183098591549296	0.21264367816092	0.129770992366412	0.0760869565217391	0.219178082191781	0.490196078431373	0.381852551984877	0.328793774319066	0.485221674876847	0.402547770700637	0.709677419354839	0.405688622754491	0.405052974735126	0.514657980456026	1	0.371720116618076	0.341708542713568	0.402010050251256	0.59452736318408
HLA-C08:02	0.466911764705882	0.664723032069971	0.0432801822323462	0.196428571428571	0.262390670553936	0.142857142857143	0.260869565217391	0.0783410138248848	0.132394366197183	0.00203252032520325	0.0681818181818182	0.150306748466258	0.361516034985423	0.0789473684210526	0.175895765472313	0.341977309562399	0.422740524781341	0.0147058823529412	0.0991735537190083	0.152866242038217	0.219402985074627	0.273542600896861	0.356687898089172	0.0173160173160173	0.0188284518828452	0.0408163265306122	0.235915492957746	0.0517241379310345	0.259541984732824	0.0760869565217391	0.0900195694716243	0.2296918767507	0.457466918714556	0.432944606413994	0.527696793002915	0.714285714285714	0.0604838709677419	0.396706586826347	0.465014577259475	0.448979591836735	0.371720116618076	1	0.303182579564489	0.100502512562814	0.456268221574344
HLA-C12:03	0.0790441176470588	0.631490787269682	0.0888382687927107	0.0357142857142857	0.229480737018425	0.581239530988275	0.0848861283643892	0.179723502304147	0.202816901408451	0.0691056910569106	0.196969696969697	0.0552147239263804	0.365159128978224	0.157894736842105	0.254071661237785	0.137353433835846	0.380234505862647	0.0661764705882353	0.165289256198347	0.171974522292994	0.314907872696817	0.229480737018425	0.122278056951424	0.207792207792208	0.0397489539748954	0.0402010050251256	0.309859154929577	0.109195402298851	0.267175572519084	0.0543478260869565	0.131115459882583	0.252100840336134	0.370510396975425	0.790619765494137	0.477386934673367	0.430485762144054	0.0645161290322581	0.589614740368509	0.609715242881072	0.410385259631491	0.341708542713568	0.303182579564489	1	0.170854271356784	0.425460636515913
HLA-C16:01	0.35678391959799	0.150753768844221	0.346733668341709	0.0714285714285714	0.110552763819095	0.185929648241206	0.608040201005025	0.0603015075376884	0.256281407035176	0.100502512562814	0.0454545454545455	0.0402010050251256	0.085427135678392	0.0263157894736842	0.0753768844221105	0.0402010050251256	0.346733668341709	0.00735294117647059	0.0330578512396694	0.0100502512562814	0.0301507537688442	0.0351758793969849	0.0251256281407035	0.0251256281407035	0.165829145728643	0.0050251256281407	0.050251256281407	0.0402298850574713	0.00763358778625954	0.0108695652173913	0.638190954773869	0.301507537688442	0.0703517587939698	0.291457286432161	0.201005025125628	0.130653266331658	0.0201005025125628	0.0954773869346734	0.57286432160804	0.688442211055276	0.402010050251256	0.100502512562814	0.170854271356784	1	0.105527638190955
HLA-C18:01	0.176470588235294	0.671641791044776	0.0660592255125285	0.00892857142857143	0.311334289813486	0.149253731343284	0.05175983436853	0.230414746543779	0.349295774647887	0.00609756097560976	0.113636363636364	0.0705521472392638	0.386215864759428	0.263157894736842	0.296416938110749	0.173419773095624	0.283582089552239	0.0294117647058824	0.181818181818182	0.219745222929936	0.502985074626866	0.71898355754858	0.186305732484076	0.025974025974026	0.00836820083682008	0.0174129353233831	0.288732394366197	0.0747126436781609	0.152671755725191	0.0217391304347826	0.103718199608611	0.431372549019608	0.54820415879017	0.417910447761194	0.417910447761194	0.448407643312102	0.145161290322581	0.627245508982036	0.553482587064677	0.379353233830846	0.59452736318408	0.456268221574344	0.425460636515913	0.105527638190955	1
